book,chapter_order,heading_id,section_type,pov,scene_idx,paragraph_idx,sentence_idx,n_words,text
The Way of Kings,1,prelude,prelude,Kalak,1,12,1,9,These Blades were weapons of power beyond even Shardblades.
The Way of Kings,1,prelude,prelude,Kalak,1,12,2,3,These were unique.
The Way of Kings,1,prelude,prelude,Kalak,1,12,3,1,Precious.
The Way of Kings,1,prelude,prelude,Kalak,1,12,4,9,"Jezrien stood outside the ring of swords, looking eastward."
The Way of Kings,1,prelude,prelude,Kalak,1,13,1,1,"""Jezrien?"""
The Way of Kings,1,prelude,prelude,Kalak,1,14,1,9,The figure in white and blue glanced toward him.
The Way of Kings,1,prelude,prelude,Kalak,1,14,2,16,"Even after all these centuries, Jezrien looked young, like a man barely into his thirtieth year."
The Way of Kings,1,prelude,prelude,Kalak,1,14,3,17,"His short black beard was neatly trimmed, though his once-fine clothing was scorched and stained with blood."
The Way of Kings,1,prelude,prelude,Kalak,1,14,4,12,He folded his arms behind his back as he turned to Kalak.
The Way of Kings,1,prelude,prelude,Kalak,1,15,1,6,"""What is this, Jezrien?"" Kalak asked."
The Way of Kings,1,prelude,prelude,Kalak,1,15,2,4,"""Where are the others?"""
The Way of Kings,1,prelude,prelude,Kalak,1,16,1,7,"""Departed."" Jezrien's voice was calm, deep, regal."
The Way of Kings,1,prelude,prelude,Kalak,1,16,2,12,"Though he hadn't worn a crown in centuries, his royal manner lingered."
The Way of Kings,1,prelude,prelude,Kalak,1,16,3,8,He always seemed to know what to do.
The Way of Kings,1,prelude,prelude,Kalak,1,16,4,6,"""You might call it a miracle."
The Way of Kings,1,prelude,prelude,Kalak,1,16,5,7,"Only one of us died this time."""
The Way of Kings,1,prelude,prelude,Kalak,1,17,1,3,"""Talenel,"" Kalak said."
The Way of Kings,1,prelude,prelude,Kalak,1,17,2,7,His was the only Blade unaccounted for.
The Way of Kings,1,prelude,prelude,Kalak,1,18,1,1,"""Yes."
The Way of Kings,1,prelude,prelude,Kalak,1,18,2,9,"He died holding that passage by the northern waterway."""
The Way of Kings,1,prelude,prelude,Kalak,1,19,1,2,Kalak nodded.
The Way of Kings,1,prelude,prelude,Kalak,1,19,2,12,Taln had a tendency to choose seemingly hopeless fights and win them.
The Way of Kings,1,prelude,prelude,Kalak,1,19,3,10,He also had a tendency to die in the process.
The Way of Kings,1,prelude,prelude,Kalak,1,19,4,13,"He would be back now, in the place where they went between Desolations."
The Way of Kings,1,prelude,prelude,Kalak,1,19,5,4,The place of nightmares.
The Way of Kings,1,prelude,prelude,Kalak,1,20,1,4,Kalak found himself shaking.
The Way of Kings,1,prelude,prelude,Kalak,1,20,2,6,When had he become so weak?
The Way of Kings,1,prelude,prelude,Kalak,1,20,3,18,"""Jezrien, I can't return this time."" Kalak whispered the words, stepping up and gripping the other man's arm."
The Way of Kings,1,prelude,prelude,Kalak,1,20,4,2,"""I *can't*."""
The Way of Kings,1,prelude,prelude,Kalak,1,21,1,9,Kalak felt something within him break at the admission.
The Way of Kings,1,prelude,prelude,Kalak,1,21,2,5,How long had it been?
The Way of Kings,1,prelude,prelude,Kalak,1,21,3,5,"Centuries, perhaps millennia, of torture."
The Way of Kings,1,prelude,prelude,Kalak,1,21,4,7,It was so hard to keep track.
The Way of Kings,1,prelude,prelude,Kalak,1,21,5,11,"Those fires, those hooks, digging into his flesh anew each day."
The Way of Kings,1,prelude,prelude,Kalak,1,21,6,15,"Searing the skin off his arm, then burning the fat, then driving to the bone."
The Way of Kings,1,prelude,prelude,Kalak,1,21,7,4,He could smell it.
The Way of Kings,1,prelude,prelude,Kalak,1,21,8,5,"Almighty, he could *smell* it!"
The Way of Kings,1,prelude,prelude,Kalak,1,22,1,5,"""Leave your sword,"" Jezrien said."
The Way of Kings,1,prelude,prelude,Kalak,1,23,1,1,"""What?"""
The Way of Kings,1,prelude,prelude,Kalak,1,24,1,7,Jezrien nodded to the ring of weapons.
The Way of Kings,1,prelude,prelude,Kalak,1,24,2,7,"""I was chosen to wait for you."
The Way of Kings,1,prelude,prelude,Kalak,1,24,3,7,We weren't certain if you had survived.
The Way of Kings,1,prelude,prelude,Kalak,1,24,4,7,A ... a decision has been made.
The Way of Kings,1,prelude,prelude,Kalak,1,24,5,8,"It is time for the Oathpact to end."""
The Way of Kings,1,prelude,prelude,Kalak,1,25,1,7,Kalak felt a sharp stab of horror.
The Way of Kings,1,prelude,prelude,Kalak,1,25,2,4,"""What will that do?"""
The Way of Kings,1,prelude,prelude,Kalak,1,26,1,20,"""Ishar believes that so long as there is one of us still bound to the Oathpact, it may be enough."
The Way of Kings,1,prelude,prelude,Kalak,1,26,2,11,"There is a chance we might end the cycle of Desolations."""
The Way of Kings,1,prelude,prelude,Kalak,1,27,1,7,Kalak looked into the immortal king's eyes.
The Way of Kings,1,prelude,prelude,Kalak,1,27,2,10,Black smoke rose from a small patch to their left.
The Way of Kings,1,prelude,prelude,Kalak,1,27,3,8,Groans of the dying haunted them from behind.
The Way of Kings,1,prelude,prelude,Kalak,1,27,4,9,"There, in Jezrien's eyes, Kalak saw anguish and grief."
The Way of Kings,1,prelude,prelude,Kalak,1,27,5,3,Perhaps even cowardice.
The Way of Kings,1,prelude,prelude,Kalak,1,27,6,11,This was a man hanging from a cliff by a thread.
The Way of Kings,1,prelude,prelude,Kalak,1,28,1,4,"*Almighty above*, Kalak thought."
The Way of Kings,1,prelude,prelude,Kalak,1,28,2,8,"*You're broken too, aren't you?* They all were."
The Way of Kings,1,prelude,prelude,Kalak,1,29,1,16,"Kalak turned and walked to the side, where a low ridge overlooked part of the battlefield."
The Way of Kings,1,prelude,prelude,Kalak,1,30,1,11,"There were so many corpses, and among them walked the living."
The Way of Kings,1,prelude,prelude,Kalak,1,30,2,10,"Men in primitive wraps, carrying spears topped by bronze heads."
The Way of Kings,1,prelude,prelude,Kalak,1,30,3,9,Juxtaposed between them were others in gleaming plate armor.
The Way of Kings,1,prelude,prelude,Kalak,1,30,4,24,"One group walked past, four men in their ragged tanned skins or shoddy leather joining a powerful figure in beautiful silver plate, amazingly intricate."
The Way of Kings,1,prelude,prelude,Kalak,1,30,5,3,Such a contrast.
The Way of Kings,1,prelude,prelude,Kalak,1,31,1,5,Jezrien stepped up beside him.
The Way of Kings,1,prelude,prelude,Kalak,1,32,1,7,"""They see us as divinities,"" Kalak whispered."
The Way of Kings,1,prelude,prelude,Kalak,1,32,2,5,"""They rely upon us, Jezrien."
The Way of Kings,1,prelude,prelude,Kalak,1,32,3,5,"We're all that they have."""
The Way of Kings,1,prelude,prelude,Kalak,1,33,1,4,"""They have the Radiants."
The Way of Kings,1,prelude,prelude,Kalak,1,33,2,4,"That will be enough."""
The Way of Kings,1,prelude,prelude,Kalak,1,34,1,4,Kalak shook his head.
The Way of Kings,1,prelude,prelude,Kalak,1,34,2,7,"""He will not remain bound by this."
The Way of Kings,1,prelude,prelude,Kalak,1,34,3,2,The enemy.
The Way of Kings,1,prelude,prelude,Kalak,1,34,4,7,He will find a way around it.
The Way of Kings,1,prelude,prelude,Kalak,1,34,5,4,"You know he will."""
The Way of Kings,1,prelude,prelude,Kalak,1,35,1,9,"""Perhaps."" The king of Heralds offered no further explanation."
The Way of Kings,1,prelude,prelude,Kalak,1,36,1,4,"""And Taln?"" Kalak asked."
The Way of Kings,1,prelude,prelude,Kalak,1,36,2,3,*The flesh burning.
The Way of Kings,1,prelude,prelude,Kalak,1,36,3,2,The fires.
The Way of Kings,1,prelude,prelude,Kalak,1,36,4,8,The pain over and over and over ...*
The Way of Kings,1,prelude,prelude,Kalak,1,37,1,10,"""Better that one man should suffer than ten,"" Jezrien whispered."
The Way of Kings,1,prelude,prelude,Kalak,1,37,2,4,He seemed so cold.
The Way of Kings,1,prelude,prelude,Kalak,1,37,3,19,"Like a shadow caused by heat and light falling on someone honorable and true, casting this black imitation behind."
The Way of Kings,1,prelude,prelude,Kalak,1,38,1,8,Jezrien walked back to the ring of swords.
The Way of Kings,1,prelude,prelude,Kalak,1,38,2,13,"His own Blade formed in his hands, appearing from mist, wet with condensation."
The Way of Kings,1,prelude,prelude,Kalak,1,38,3,5,"""It has been decided, Kalak."
The Way of Kings,1,prelude,prelude,Kalak,1,38,4,13,"We will go our ways, and we will not seek out one another."
The Way of Kings,1,prelude,prelude,Kalak,1,38,5,5,Our Blades must be left.
The Way of Kings,1,prelude,prelude,Kalak,1,38,6,18,"The Oathpact ends now."" He lifted his sword and rammed it into the stone with the other seven."
The Way of Kings,1,prelude,prelude,Kalak,1,39,1,13,"Jezrien hesitated, looking at the sword, then bowed his head and turned away."
The Way of Kings,1,prelude,prelude,Kalak,1,39,2,3,As if ashamed.
The Way of Kings,1,prelude,prelude,Kalak,1,39,3,5,"""We chose this burden willingly."
The Way of Kings,1,prelude,prelude,Kalak,1,39,4,10,"Well, we can choose to drop it if we wish."""
The Way of Kings,1,prelude,prelude,Kalak,1,40,1,9,"""What do we tell the people, Jezrien?"" Kalak asked."
The Way of Kings,1,prelude,prelude,Kalak,1,40,2,7,"""What will they say of this day?"""
The Way of Kings,1,prelude,prelude,Kalak,1,41,1,6,"""It's simple,"" Jezrien said, walking away."
The Way of Kings,1,prelude,prelude,Kalak,1,41,2,7,"""We tell them that they finally won."
The Way of Kings,1,prelude,prelude,Kalak,1,41,3,5,It's an easy enough lie.
The Way of Kings,1,prelude,prelude,Kalak,1,41,4,2,Who knows?
The Way of Kings,1,prelude,prelude,Kalak,1,41,5,8,"Maybe it will turn out to be true."""
The Way of Kings,1,prelude,prelude,Kalak,1,42,1,8,Kalak watched Jezrien depart across the burned landscape.
The Way of Kings,1,prelude,prelude,Kalak,1,42,2,16,"Finally, he summoned his own Blade and slammed it into the stone beside the other eight."
The Way of Kings,1,prelude,prelude,Kalak,1,42,3,10,He turned and walked in the direction opposite from Jezrien.
The Way of Kings,1,prelude,prelude,Kalak,1,43,1,18,"And yet, he could not help glancing back at the ring of swords and the single open spot."
The Way of Kings,1,prelude,prelude,Kalak,1,43,2,9,The place where the tenth sword should have gone.
The Way of Kings,1,prelude,prelude,Kalak,1,44,1,7,The one of them who was lost.
The Way of Kings,1,prelude,prelude,Kalak,1,44,2,5,The one they had abandoned.
The Way of Kings,1,prelude,prelude,Kalak,1,45,1,6,"*Forgive us*, Kalak thought, then left."
The Way of Kings,2,prologue,prologue,Szeth,1,1,1,17,"*""The love of men is a frigid thing, a mountain stream only three steps from the ice."
The Way of Kings,2,prologue,prologue,Szeth,1,1,2,3,We are his.
The Way of Kings,2,prologue,prologue,Szeth,1,1,3,6,Oh Stormfather ... we are his.
The Way of Kings,2,prologue,prologue,Szeth,1,1,4,10,"It is but a thousand days, and the Everstorm comes.""*"
The Way of Kings,2,prologue,prologue,Szeth,1,2,1,21,"---Collected on the first day of the week Palah of the month Shash of the year 1171, thirty-one seconds before death."
The Way of Kings,2,prologue,prologue,Szeth,1,2,2,9,Subject was a darkeyed pregnant woman of middle years.
The Way of Kings,2,prologue,prologue,Szeth,1,2,3,5,The child did not survive.
The Way of Kings,2,prologue,prologue,Szeth,1,3,1,15,"Szeth-son-son-Vallano, Truthless of Shinovar, wore white on the day he was to kill a king."
The Way of Kings,2,prologue,prologue,Szeth,1,3,2,10,"The white clothing was a Parshendi tradition, foreign to him."
The Way of Kings,2,prologue,prologue,Szeth,1,3,3,14,But he did as his masters required and did not ask for an explanation.
The Way of Kings,2,prologue,prologue,Szeth,1,4,1,39,"He sat in a large stone room, baked by enormous firepits that cast a garish light upon the revelers, causing beads of sweat to form on their skin as they danced, and drank, and yelled, and sang, and clapped."
The Way of Kings,2,prologue,prologue,Szeth,1,4,2,19,"Some fell to the ground red-faced, the revelry too much for them, their stomachs proving to be inferior wineskins."
The Way of Kings,2,prologue,prologue,Szeth,1,4,3,22,"They looked as if they were dead, at least until their friends carried them out of the feast hall to waiting beds."
The Way of Kings,2,prologue,prologue,Szeth,1,5,1,15,"Szeth did not sway to the drums, drink the sapphire wine, or stand to dance."
The Way of Kings,2,prologue,prologue,Szeth,1,5,2,14,"He sat on a bench at the back, a still servant in white robes."
The Way of Kings,2,prologue,prologue,Szeth,1,5,3,7,Few at the treaty-signing celebration noticed him.
The Way of Kings,2,prologue,prologue,Szeth,1,5,4,11,"He was just a servant, and Shin were easy to ignore."
The Way of Kings,2,prologue,prologue,Szeth,1,5,5,13,Most out here in the East thought Szeth's kind were docile and harmless.
The Way of Kings,2,prologue,prologue,Szeth,1,5,6,4,They were generally right.
The Way of Kings,2,prologue,prologue,Szeth,1,6,1,6,The drummers began a new rhythm.
The Way of Kings,2,prologue,prologue,Szeth,1,6,2,18,"The beats shook Szeth like a quartet of thumping hearts, pumping waves of invisible blood through the room."
The Way of Kings,2,prologue,prologue,Szeth,1,6,3,16,Szeth's masters---who were dismissed as savages by those in more civilized kingdoms---sat at their own tables.
The Way of Kings,2,prologue,prologue,Szeth,1,6,4,10,They were men with skin of black marbled with red.
The Way of Kings,2,prologue,prologue,Szeth,1,6,5,18,"Parshendi, they were named---cousins to the more docile servant peoples known as parshmen in most of the world."
The Way of Kings,2,prologue,prologue,Szeth,1,6,6,2,An oddity.
The Way of Kings,2,prologue,prologue,Szeth,1,6,7,13,They did not call themselves Parshendi; this was the Alethi name for them.
The Way of Kings,2,prologue,prologue,Szeth,1,6,8,16,"It meant, roughly, ""parshmen who can think."" Neither side seemed to see that as an insult."
The Way of Kings,2,prologue,prologue,Szeth,1,7,1,6,The Parshendi had brought the musicians.
The Way of Kings,2,prologue,prologue,Szeth,1,7,2,8,"At first, the Alethi lighteyes had been hesitant."
The Way of Kings,2,prologue,prologue,Szeth,1,7,3,11,"To them, drums were base instruments of the common, darkeyed people."
The Way of Kings,2,prologue,prologue,Szeth,1,7,4,19,"But wine was the great assassin of both tradition and propriety, and now the Alethi elite danced with abandon."
The Way of Kings,2,prologue,prologue,Szeth,1,8,1,11,Szeth stood and began to pick his way through the room.
The Way of Kings,2,prologue,prologue,Szeth,1,8,2,12,The revelry had lasted long; even the king had retired hours ago.
The Way of Kings,2,prologue,prologue,Szeth,1,8,3,4,But many still celebrated.
The Way of Kings,2,prologue,prologue,Szeth,1,8,4,20,"As he walked, Szeth was forced to step around Dalinar Kholin---the king's own brother---who slumped drunken at a small table."
The Way of Kings,2,prologue,prologue,Szeth,1,8,5,17,The aging but powerfully built man kept waving away those who tried to encourage him to bed.
The Way of Kings,2,prologue,prologue,Szeth,1,8,6,6,"Where was Jasnah, the king's daughter?"
The Way of Kings,2,prologue,prologue,Szeth,1,8,7,18,"Elhokar, the king's son and heir, sat at the high table, ruling the feast in his father's absence."
The Way of Kings,2,prologue,prologue,Szeth,1,8,8,33,"He was in conversation with two men, a dark-skinned Azish man who had an odd patch of pale skin on his cheek and a thinner, Alethi-looking man who kept glancing over his shoulder."
The Way of Kings,2,prologue,prologue,Szeth,1,9,1,6,The heir's feasting companions were unimportant.
The Way of Kings,2,prologue,prologue,Szeth,1,9,2,15,"Szeth stayed far from the heir, skirting the sides of the room, passing the drummers."
The Way of Kings,2,prologue,prologue,Szeth,1,9,3,17,"Musicspren zipped through the air around them, the tiny spirits taking the form of spinning translucent ribbons."
The Way of Kings,2,prologue,prologue,Szeth,1,9,4,8,"As Szeth passed the drummers, they noted him."
The Way of Kings,2,prologue,prologue,Szeth,1,9,5,11,"They would withdraw soon, along with all of the other Parshendi."
The Way of Kings,2,prologue,prologue,Szeth,1,10,1,5,They did not seem offended.
The Way of Kings,2,prologue,prologue,Szeth,1,10,2,5,They did not seem angry.
The Way of Kings,2,prologue,prologue,Szeth,1,10,3,14,And yet they were going to break their treaty of only a few hours.
The Way of Kings,2,prologue,prologue,Szeth,1,10,4,4,It made no sense.
The Way of Kings,2,prologue,prologue,Szeth,1,10,5,6,But Szeth did not ask questions.
The Way of Kings,2,prologue,prologue,Szeth,1,11,1,20,"At the edge of the room, he passed rows of unwavering azure lights that bulged out where wall met floor."
The Way of Kings,2,prologue,prologue,Szeth,1,11,2,6,They held sapphires infused with Stormlight.
The Way of Kings,2,prologue,prologue,Szeth,1,11,3,1,Profane.
The Way of Kings,2,prologue,prologue,Szeth,1,11,4,14,How could the men of these lands use something so sacred for mere illumination?
The Way of Kings,2,prologue,prologue,Szeth,1,11,5,13,"Worse, the Alethi scholars were said to be close to creating new Shardblades."
The Way of Kings,2,prologue,prologue,Szeth,1,11,6,7,Szeth hoped that was just wishful boasting.
The Way of Kings,2,prologue,prologue,Szeth,1,11,7,10,"For if it *did* happen, the world would be changed."
The Way of Kings,2,prologue,prologue,Szeth,1,11,8,21,Likely in a way that ended with people in all countries---from distant Thaylenah to towering Jah Keved---speaking Alethi to their children.
The Way of Kings,2,prologue,prologue,Szeth,1,12,1,7,"They were a grand people, these Alethi."
The Way of Kings,2,prologue,prologue,Szeth,1,12,2,9,"Even drunk, there was a natural nobility to them."
The Way of Kings,2,prologue,prologue,Szeth,1,12,3,27,"Tall and well made, the men dressed in dark silk coats that buttoned down the sides of the chest and were elaborately embroidered in silver or gold."
The Way of Kings,2,prologue,prologue,Szeth,1,12,4,8,Each one looked a general on the field.
The Way of Kings,2,prologue,prologue,Szeth,1,13,1,6,The women were even more splendid.
The Way of Kings,2,prologue,prologue,Szeth,1,13,2,20,"They wore grand silk dresses, tightly fitted, the bright colors a contrast to the dark tones favored by the men."
The Way of Kings,2,prologue,prologue,Szeth,1,13,3,15,"The left sleeve of each dress was longer than the right one, covering the hand."
The Way of Kings,2,prologue,prologue,Szeth,1,13,4,7,Alethi had an odd sense of propriety.
The Way of Kings,2,prologue,prologue,Szeth,1,14,1,20,"Their pure black hair was pinned up atop their heads, either in intricate weavings of braids or in loose piles."
The Way of Kings,2,prologue,prologue,Szeth,1,14,2,16,"It was often woven with gold ribbons or ornaments, along with gems that glowed with Stormlight."
The Way of Kings,2,prologue,prologue,Szeth,1,14,3,1,Beautiful.
The Way of Kings,2,prologue,prologue,Szeth,1,14,4,3,"Profane, but beautiful."
The Way of Kings,2,prologue,prologue,Szeth,1,15,1,6,Szeth left the feasting chamber behind.
The Way of Kings,2,prologue,prologue,Szeth,1,15,2,10,"Just outside, he passed the doorway into the Beggars' Feast."
The Way of Kings,2,prologue,prologue,Szeth,1,15,3,30,"It was an Alethi tradition, a room where some of the poorest men and women in the city were given a feast complementing that of the king and his guests."
The Way of Kings,2,prologue,prologue,Szeth,1,15,4,26,"A man with a long grey and black beard slumped in the doorway, smiling foolishly---though whether from wine or a weak mind, Szeth could not tell."
The Way of Kings,2,prologue,prologue,Szeth,1,16,1,10,"""Have you seen me?"" the man asked with slurred speech."
The Way of Kings,2,prologue,prologue,Szeth,1,16,2,12,"He laughed, then began to speak in gibberish, reaching for a wineskin."
The Way of Kings,2,prologue,prologue,Szeth,1,16,3,6,So it was drink after all.
The Way of Kings,2,prologue,prologue,Szeth,1,16,4,17,"Szeth brushed by, continuing past a line of statues depicting the Ten Heralds from ancient Vorin theology."
The Way of Kings,2,prologue,prologue,Szeth,1,16,5,4,"Jezerezeh, Ishi, Kelek, Talenelat."
The Way of Kings,2,prologue,prologue,Szeth,1,16,6,12,"He counted off each one, and realized there were only nine here."
The Way of Kings,2,prologue,prologue,Szeth,1,16,7,4,One was conspicuously missing.
The Way of Kings,2,prologue,prologue,Szeth,1,16,8,6,Why had Shalash's statue been removed?
The Way of Kings,2,prologue,prologue,Szeth,1,16,9,12,King Gavilar was said to be very devout in his Vorin worship.
The Way of Kings,2,prologue,prologue,Szeth,1,16,10,6,"Too devout, by some people's standards."
The Way of Kings,2,prologue,prologue,Szeth,1,17,1,15,"The hallway here curved to the right, running around the perimeter of the domed palace."
The Way of Kings,2,prologue,prologue,Szeth,1,17,2,16,"They were on the king's floor, two levels up, surrounded by rock walls, ceiling, and floor."
The Way of Kings,2,prologue,prologue,Szeth,1,17,3,3,That was profane.
The Way of Kings,2,prologue,prologue,Szeth,1,17,4,7,Stone was not to be trod upon.
The Way of Kings,2,prologue,prologue,Szeth,1,17,5,6,But what was he to do?
The Way of Kings,2,prologue,prologue,Szeth,1,17,6,3,He was Truthless.
The Way of Kings,2,prologue,prologue,Szeth,1,17,7,6,He did as his masters demanded.
The Way of Kings,2,prologue,prologue,Szeth,1,18,1,5,"Today, that included wearing white."
The Way of Kings,2,prologue,prologue,Szeth,1,18,2,23,"Loose white trousers tied at the waist with a rope, and over them a filmy shirt with long sleeves, open at the front."
The Way of Kings,2,prologue,prologue,Szeth,1,18,3,11,White clothing for a killer was a tradition among the Parshendi.
The Way of Kings,2,prologue,prologue,Szeth,1,18,4,10,"Although Szeth had not asked, his masters had explained why."
The Way of Kings,2,prologue,prologue,Szeth,1,19,1,4,White to be bold.
The Way of Kings,2,prologue,prologue,Szeth,1,19,2,7,White to not blend into the night.
The Way of Kings,2,prologue,prologue,Szeth,1,19,3,4,White to give warning.
The Way of Kings,2,prologue,prologue,Szeth,1,20,1,16,"For if you were going to assassinate a man, he was entitled to see you coming."
The Way of Kings,2,prologue,prologue,Szeth,1,21,1,11,"Szeth turned right, taking the hallway directly toward the king's chambers."
The Way of Kings,2,prologue,prologue,Szeth,1,21,2,19,"Torches burned on the walls, their light unsatisfying to him, a meal of thin broth after a long fast."
The Way of Kings,2,prologue,prologue,Szeth,1,21,3,12,"Flamespren danced around them, like large insects made solely of congealed light."
The Way of Kings,2,prologue,prologue,Szeth,1,21,4,6,The torches were useless to him.
The Way of Kings,2,prologue,prologue,Szeth,1,21,5,37,"He reached for his pouch and the spheres it contained, but then hesitated when he saw more of the blue lights ahead: a pair of Stormlight lamps hanging on the wall, brilliant sapphires glowing at their hearts."
The Way of Kings,2,prologue,prologue,Szeth,1,21,6,18,"Szeth walked up to one of these, holding out his hand to cup it around the glass-shrouded gemstone."
The Way of Kings,2,prologue,prologue,Szeth,1,22,1,7,"""You there!"" a voice called in Alethi."
The Way of Kings,2,prologue,prologue,Szeth,1,22,2,7,There were two guards at the intersection.
The Way of Kings,2,prologue,prologue,Szeth,1,22,3,11,"Double guard, for there were savages abroad in Kholinar this night."
The Way of Kings,2,prologue,prologue,Szeth,1,22,4,9,"True, those savages were supposed to be allies now."
The Way of Kings,2,prologue,prologue,Szeth,1,22,5,7,But alliances could be shallow things indeed.
The Way of Kings,2,prologue,prologue,Szeth,1,23,1,6,This one wouldn't last the hour.
The Way of Kings,2,prologue,prologue,Szeth,1,24,1,7,Szeth looked as the two guards approached.
The Way of Kings,2,prologue,prologue,Szeth,1,24,2,12,"They carried spears; they weren't lighteyes, and were therefore forbidden the sword."
